id,isbn,userId,rating,createdAt,updatedAt
a9c5e1b8-b318-46f7-9d24-4f9895599391,9784781621111,ip_::1,5,2025-09-15T12:24:20.712Z,2025-09-15T12:24:20.712Z
97ff976a-2c4f-4011-9df3-b25d9c51aeed,9784047380455,ip_::1,3,2025-09-15T12:30:40.021Z,2025-09-15T12:30:40.021Z
f6eb32e1-c2e1-4ba7-9cd9-ab6f155efbb4,9784041142653,ip_::1,5,2025-09-24T14:18:29.544Z,2025-09-24T14:18:29.544Z
7ccee3c0-bb61-47d0-b735-9b9e31cf5d07,9784103197232,ip_::1,4,2025-09-27T04:11:39.970Z,2025-09-27T04:11:39.970Z
f02d69d4-fcb5-4bb6-a7e1-1c955ada4dd3,9784047375840,ip_::1,4,2025-09-27T04:14:12.798Z,2025-09-27T04:14:12.798Z
